,file,bbox,class,size (cm)
5269,17_05_21-B33,"[1471.9187973110704, 261.4196149630105, 861.2733711315225, 2095.5803850369894]",Pagellus erythrinus,25.4617475596978
5270,17_05_21-B33,"[1840.4521654955038, 374.16272399609863, 1022.3686857661241, 1936.8549994969844]",Pagellus erythrinus,24.7205726776609
5271,17_05_21-B33,"[2532.555994502605, 351.25362569990926, 525.6515602204063, 1766.0843605134119]",Pagellus erythrinus,20.2673494134001
5272,17_05_21-B33,"[2994.378607009323, 347.88508982867336, 572.0287205392278, 1883.0003171549647]",Pagellus erythrinus,22.842623832144
5273,17_05_21-B14,"[931, 1233, 480.7653333030628, 715]",Sepia officinalis,7.71966366534011
5274,17_05_21-B14,"[1487, 1872, 389.4347517988165, 552]",Sepia officinalis,5.66457761741884
5275,17_05_21-B14,"[1491.5223934814032, 852, 769.5556488932359, 1005.5986026511569]",Sepia officinalis,10.6366755581189
5276,17_05_21-B14,"[2211.9540725186507, 999, 669.0459274813493, 969.6794958152366]",Sepia officinalis,10.6223688122129
5277,17_05_21-B14,"[2804.6305114748093, 1477.3940506062895, 593.9605139597265, 889.6059493937105]",Sepia officinalis,9.54547283812019
5278,17_05_21-B7,"[412, 164, 928.8485337449792, 943.6385360453244]",Serranus scriba,15.0567400730364
5279,17_05_21-B7,"[554.5392690376658, 929.5669938028333, 339.41793498881486, 1259.5889906809252]",Serranus scriba,14.8084580586397
5280,17_05_21-B7,"[1827.3553480074365, 465, 535.6446519925635, 1425]",Serranus scriba,17.3593412600551
5281,17_05_21-B7,"[1830.7941818049562, 1757.9366690624274, 1073.3549353803028, 1069.9080653682495]",Serranus scriba,15.6259732618678
5282,17_05_21-B7,"[2277.0095362252546, 798.0504323349396, 359.0, 1189.0]",Serranus scriba,14.0420679758162
5283,17_05_21-B7,"[1506.8367243657267, 434.04391936753944, 780.6714149608383, 382.5116064396089]",Scorpaena porcus,9.93743516815238
5284,17_05_21-B3,"[730, 737, 643.5888524858565, 1747]",Symphodus tinca H,21.7721142376864
5285,17_05_21-B3,"[1158.7506593507308, 707.6100857158348, 617.5807916013214, 2049.281482113673]",Symphodus tinca M,25.3226203215144
5286,17_05_21-B3,"[1483.7359116855432, 848.3672711235714, 1109.9630287086088, 1809.6699072906931]",Symphodus tinca H,23.471540652644
5287,17_05_21-B3,"[1788.5087614811564, 321.0319200620943, 792.1026282158682, 1761.7981012706846]",Symphodus tinca H,22.4621727321422
5288,17_05_21-B3,"[2456.065251020122, 406, 677.9347489798779, 2204]",Symphodus tinca M,26.1728778464078
5289,17_05_21-B19,"[418, 852, 857.2940149947369, 1148.9324728217525]",Sepia officinalis,12.4116479397192
5290,17_05_21-B19,"[1230.1343618340754, 801.2318355826269, 844.8618445473792, 1200.4941131875898]",Sepia officinalis,12.0963417098171
5291,17_05_21-B19,"[2087.487595994799, 762, 718.512404005201, 1132.5504444881358]",Sepia officinalis,11.2281859652176
5292,17_05_21-B19,"[2782.363334066136, 1152, 584.6366659338642, 822]",Sepia officinalis,8.9185228841751
5293,17_05_21-B1,"[481, 2064.9989052840906, 1880, 715.3359731611354]",Symphodus tinca M,22.9201767778962
5294,17_05_21-B1,"[2513, 272.8472326494606, 576, 2002.1527673505393]",Symphodus tinca H,23.2959559637327
5295,17_05_21-B1,"[1885.721393150317, 188.53718022097718, 661.9142533277914, 1879.4628197790228]",Symphodus tinca M,22.2360309906775
5296,17_05_21-B11,"[386, 860.3444442600445, 815.4615671100262, 1768.6555557399556]",Serranus scriba,20.1166904145575
5297,17_05_21-B11,"[579.6365936636402, 580, 585.5511481077768, 809.2886969774449]",Scorpaena porcus,10.8334265194347
5298,17_05_21-B11,"[530.768516407861, 393, 1018.231483592139, 518.4697308558323]",Serranus scriba,12.5631569165327
5299,17_05_21-B11,"[1356.1063810436583, 449.65271499620997, 487.8936189563417, 1244.5551957721927]",Scorpaena porcus,14.3303528927553
5300,17_05_21-B11,"[921.8395087177377, 980.8266914451251, 421.9999999999958, 1065.9999999999895]",Serranus scriba,12.479314295753
5301,17_05_21-B11,"[1797.5639770036798, 361.878030819423, 255.09496184604882, 779.1025293048074]",Scorpaena porcus,9.37439305718874
5302,17_05_21-B11,"[1808.3170288909191, 419, 572.1549112922817, 736.0981994860499]",Scorpaena porcus,10.6788477371692
5303,17_05_21-B11,"[1643.8082853795088, 592.9666375755978, 892.3117580212208, 916.1522256167357]",Serranus scriba,14.243790861252
5304,17_05_21-B11,"[1789.5079683147594, 997.4801859008062, 626.9006051979629, 961.4684660922555]",Serranus scriba,13.030832912284
5305,17_05_21-B11,"[2730, 534.603767741876, 802.1961339964778, 1116.7686948530268]",Serranus scriba,15.5912623648825
5306,17_05_21-B11,"[2266.9097008769704, 472.0872613898628, 687.297210760783, 1028.2338203828185]",Serranus scriba,14.7902519018546
5307,17_05_21-B11,"[2946, 1349.1146814795206, 657.8658828124499, 568.3139543411701]",Scorpaena porcus,10.2448778043761
5308,17_05_21-B11,"[2257.7644911020607, 1716, 1122.2355088979393, 427.97061844216023]",Scorpaena porcus,13.6419116482003
5309,17_05_21-B11,"[2574.5255118896002, 1765.0451626385377, 836.0182094062739, 960.9548373614623]",Serranus scriba,13.2742052725647
5310,17_05_21-B11,"[1664.107369514851, 2415.416135504451, 1419.9431287136902, 433.5838644955488]",Serranus scriba,16.0144356100678
5311,17_05_21-B21,"[690.9383545128053, 1347.3292105292626, 608.8319478733335, 1131.6707894707374]",Serranus scriba,14.2958064609825
5312,17_05_21-B21,"[989.760918908685, 2072.276870317921, 1096.0930077630785, 716.7870275347827]",Serranus scriba,14.0089548807635
5313,17_05_21-B21,"[1171.829052534538, 984.6652695330862, 468.74394654036814, 1222.1851366850087]",Serranus scriba,14.8236488643418
5314,17_05_21-B21,"[1071, 630.7261787492206, 404.87453737942906, 1270.365456501254]",Serranus scriba,14.8401341772589
5315,17_05_21-B21,"[1562.461793873367, 175.59722246416013, 471.8499450132065, 1144.993673908194]",Serranus scriba,13.6854884290091
5316,17_05_21-B21,"[2436, 1029.02564868021, 601, 339.4813537012237]",Scorpaena porcus,8.2937573644728
5317,17_05_21-B21,"[2182, 438.0622727537955, 1502.1993583278809, 461.9377272462045]",Symphodus tinca M,19.0608073929212
5318,17_05_21-B21,"[2582.91685061454, 780.6749313330598, 527.2481077764705, 1066.3944987698078]",Serranus scriba,14.525763930205
5319,17_05_21-B21,"[2787.676087443593, 1786.1070210269365, 677.0774475122548, 1056.377375977853]",Serranus scriba,15.1412163124063
5320,17_05_21-B2,"[461.25293980055613, 511.1733720499243, 641.5697733138775, 1538.3364453065092]",Symphodus tinca H,20.1804924231898
5321,17_05_21-B2,"[1218.3538144001259, 1772.8621234246882, 1054.4339776903253, 628.1436127369836]",Symphodus tinca H,14.971028628848
5322,17_05_21-B2,"[1108.6070742765514, 1074.7285085495803, 546.9933830633245, 1508.8927952929064]",Symphodus tinca H,19.4717694228548
5323,17_05_21-B2,"[1533.9409381104044, 1233.8052023914672, 1015.9951671732899, 732.7809173068918]",Pagrus pagrus,14.3172332927025
5324,17_05_21-B2,"[1090, 369.2385149230248, 943.69448234017, 979.6279964887607]",Symphodus tinca M,16.2680519463602
5325,17_05_21-B2,"[2682.891614000927, 1066.1368169084205, 674.3659309164832, 1598.8643231369554]",Symphodus tinca M,20.4399866881914
5326,17_05_21-B2,"[1636, 2134.294968063598, 1768, 486.70503193640207]",Symphodus tinca H,21.8528669828923
5327,17_05_21-B31,"[2336.8692348906284, 435.21307445571944, 446.1307651093716, 1868.7869255442806]",Pagellus erythrinus,23.3331817975906
5328,17_05_21-B12,"[606, 446.2338925444004, 1226.6114992771286, 2124.7661074555995]",Pagrus pagrus,24.3643950988894
5329,17_05_21-B12,"[1327, 404.8187027660833, 998.2109656874422, 2227.999999999997]",Pagrus pagrus,25.3058291858355
5330,17_05_21-B12,"[1949, 606.8032502153607, 652, 2046.1967497846395]",Pagrus pagrus,24.689706512066
5331,17_05_21-B12,"[2437.329175056605, 542.9875251698153, 716.1556170515951, 1915.499989334127]",Pagrus pagrus,22.9389228805103
5332,17_05_21-B12,"[3081, 441.6543139870958, 626.6804264005382, 1871.4243971673711]",Pagrus pagrus,21.0916634688545
5333,17_05_21-B5,"[741.7813253687575, 21.72923434770837, 3126.690520675451, 2330.504075092312]",Sphyraena sphyraena,53.6418909869204
5334,17_05_21-B6,"[683, 31.711276814387247, 908.8255643210603, 1669.656048268047]",Serranus scriba,22.3874100693244
5335,17_05_21-B6,"[1024.0321164817187, 994, 992.3785799310886, 633.2669231773959]",Serranus scriba,15.2516341735655
5336,17_05_21-B6,"[793.7171858600225, 1212.751524539817, 1023.4947798016788, 688.5133229606051]",Serranus scriba,15.5783472305734
5337,17_05_21-B6,"[1845.2034326542355, 2161.91476868213, 638.4068473595019, 441.0852313178698]",Scorpaena porcus,10.1179860675182
5338,17_05_21-B6,"[2156.12361990656, 1756.0016139493139, 908.8963811001809, 905.7756491315138]",Serranus scriba,16.0969362779467
5339,17_05_21-B6,"[2463.1024476039183, 1345.2594310210095, 1020.8975523960817, 1208.7405689789905]",Scorpaena porcus,19.9118641567616
5340,17_05_21-B6,"[1784.8030553628566, 1343.3581594165605, 1026.338937166379, 554.1513899532717]",Serranus scriba,14.4100280996075
5341,17_05_21-B6,"[1892.510450889077, 471.15949317005686, 1317.7972155598866, 1248.2405743947224]",Scorpaena porcus,23.4449565110312
5342,17_05_21-B4,"[656, 1415, 1099.3354887971966, 1229.462630591448]",Symphodus tinca M,19.3816592689812
5343,17_05_21-B4,"[497.2898957682573, 666, 541.9999999999977, 1566.481158315185]",Symphodus tinca H,20.0918483066692
5344,17_05_21-B4,"[1646.2456882573815, 415.3822922223698, 1119.6829517327806, 916.4894436194652]",Symphodus tinca M,16.7213920781609
5345,17_05_21-B24,"[1809.618018459433, 746, 1862.7240648087889, 987]",Pagellus erythrinus,22.5191001356005
5346,17_05_21-B24,"[1372.936476840393, 1903.1936963742055, 1497.0524889240505, 622.8063036257945]",Diplodus anularis,17.7834668447747
5347,17_05_21-B15,"[860.9748887554954, 1975.9203411932242, 1237.0932772712652, 650.5745944596367]",Pagrus pagrus,17.2702847942192
5348,17_05_21-B15,"[1568.4667870392643, 1096.2692209285751, 1016.9524778588263, 807.8815650329236]",Diplodus anularis,15.4697570862751
5349,17_05_21-B15,"[2676.3983766768774, 1557.8256661259559, 579.0869811857074, 1046.1435109703646]",Diplodus anularis,13.9916652965042
5350,17_05_21-B15,"[3094.5732694748244, 1059.0696386012448, 276.4515701086257, 1131.8866172372034]",Diplodus anularis,14.366448449532
5351,17_05_21-B15,"[2223.62060974356, 638, 1155.0282155585287, 468.37536481148754]",Diplodus anularis,15.1831982608095
5352,17_05_21-B16,"[2897, 762, 644.0569754635703, 895.4913525270958]",Sepia officinalis,10.1519910522323
5353,17_05_21-B16,"[2343, 926, 563.7215922383602, 814.8994403364625]",Sepia officinalis,9.11948961354268
5354,17_05_21-B16,"[1786, 258, 767.4761359903623, 627]",Sepia officinalis,8.53853033054879
5355,17_05_21-B16,"[1210, 489, 582.109387797992, 326.1584524061092]",Sepia officinalis,6.32845358702148
5356,17_05_21-B16,"[1005.4058038941052, 1478.4338640531182, 606.5941961058948, 810.5661359468818]",Sepia officinalis,8.80017120003354
5357,17_05_21-B16,"[1551, 1193, 650, 985]",Sepia officinalis,10.3970370114684
5358,17_05_21-B38,"[1267, 436.6910671916028, 505.5330501144174, 2014.3089328083972]",Pagellus acarne,22.8482258925765
5359,17_05_21-B38,"[1759, 627, 485.574935559554, 1870]",Pagellus acarne,21.9002176327085
5360,17_05_21-B38,"[2208.609967024819, 366.7285581001885, 1046.8507339903022, 1931.862426931964]",Pagellus acarne,23.9811044162635
5361,17_05_21-B38,"[3009.122818908199, 448.6102222878227, 572.6393669005824, 1923.3985995872067]",Pagellus acarne,23.0397216921658
5362,17_05_21-B23,"[1285.2393903216546, 598, 481.49125957498177, 1359.584045166676]",Serranus scriba,15.7912292498603
5363,17_05_21-B23,"[418, 365.51824700289086, 1530.239436268112, 673.4817529971092]",Serranus scriba,18.9631008039765
5364,17_05_21-B23,"[480, 744, 1066.2316951077669, 501.2283658492454]",Serranus scriba,12.2453177078062
5365,17_05_21-B23,"[514.7052528951882, 1260.2222499680577, 435.9391985340268, 1316.7777500319423]",Serranus scriba,14.913372791637
5366,17_05_21-B23,"[837.8917898477574, 1117.709884451931, 481.8786307720817, 1314.8999710209127]",Serranus scriba,15.5920533763786
5367,17_05_21-B23,"[2125.6636110242853, 1796.0966046659441, 418.09619033742456, 1050.9033953340559]",Serranus scriba,13.3611480607719
5368,17_05_21-B23,"[2365.694509695294, 2174.381012715936, 1029.1257214563361, 661.2896532253108]",Serranus scriba,12.6200564643419
5369,17_05_21-B23,"[2138.965587303921, 1261.302247997061, 1089.9658875285058, 1274.3432159025533]",Serranus scriba,18.3732069882643
5370,17_05_21-B23,"[2844.695444931683, 670.0388942933814, 660.7826867510321, 1592.9611057066186]",Serranus scriba,18.87126806651
5371,17_05_21-B23,"[1586.4508173483914, 387.67069207501066, 1346.462110813644, 1364.8290045651665]",Serranus scriba,20.878539260565
5372,17_05_21-B29,"[1643.2117981927054, 347.59312386354793, 1598.7882018072946, 1351.096384041426]",Mullus barbatus,22.1642778374295
5373,17_05_21-B8,"[588.0972386500993, 380.95864184183046, 981.6158913798962, 2096.0413581581697]",Pagrus pagrus,25.3396938739832
5374,17_05_21-B8,"[1447, 492.5529383170175, 755.2148158907949, 2211.811599179666]",Pagrus pagrus,26.4738917506132
5375,17_05_21-B8,"[1851.908704575237, 768.4348147421318, 1121.091295424763, 2136.0970982228255]",Pagrus pagrus,28.1667298199622
5376,17_05_21-B8,"[2795.224744947344, 550.9050463367208, 820.7752550526561, 2202.262566273879]",Pagrus pagrus,28.2926795738372
5377,17_05_21-B17,"[525, 305.5552502417457, 717.307829551906, 807.3303218200513]",Diplodus anularis,13.4639811926718
5378,17_05_21-B17,"[891.4788699866076, 704.0488723675953, 1143.0159221167169, 334.4961712257491]",Diplodus anularis,14.2574442718129
5379,17_05_21-B17,"[439.3939715532974, 1497.2207843774024, 1167.6060284467026, 481.2575729200016]",Diplodus anularis,15.0181533052993
5380,17_05_21-B17,"[299.34582730508595, 1845, 1215.7161681051182, 421]",Diplodus anularis,15.1951377877306
5381,17_05_21-B17,"[1472.3886841941737, 1930.9013603057153, 903.2139256050853, 608.0986396942847]",Diplodus anularis,13.407445443507
5382,17_05_21-B17,"[2230, 2082.5362105935683, 1068.419539928233, 420.4637894064317]",Diplodus anularis,13.6998557161182
5383,17_05_21-B17,"[2806.2113472703613, 310.2428814470879, 411.78865272963867, 1180.3457752508843]",Diplodus anularis,15.6463271149329
5384,17_05_21-B17,"[2256.894631718995, 216.31864175966052, 734.5986851616826, 1065.6215494629348]",Diplodus anularis,16.3492568888638
5385,17_05_21-B26,"[389.9318740148937, 303.81717938694425, 459.44024660082897, 1460.9167391913998]",Symphodus tinca M,17.2445327495103
5386,17_05_21-B26,"[635.6732883188364, 522.9392886315593, 627.9149458256251, 1988.3973284478127]",Symphodus tinca M,22.6603035526849
5387,17_05_21-B26,"[1078.303495871543, 590, 578.592871806502, 1903]",Symphodus tinca H,21.4960545523515
5388,17_05_21-B26,"[1881.1418638382374, 1, 690.5831114890316, 2279]",Symphodus tinca M,25.9229435434695
5389,17_05_21-B18,"[454, 412.1133696371137, 789.5528990148946, 2228.1797523335335]",Symphodus tinca M,29.001564696746
5390,17_05_21-B18,"[1007.5177609078218, 458.1574188455407, 572.8620842186102, 1933.448635070993]",Symphodus tinca M,24.7381185515368
5391,13_04_21-B.20,"[612.1473432095135, 180.51489708964326, 3114.763535819854, 917.0645253546261]",Sphyraena sphyraena,49.6381340365882
5392,13_04_21-B.20,"[598.1965251063563, 1059.3915435637189, 3158.5706819229767, 880.5178402263398]",Sphyraena sphyraena,47.8565744061775
5393,13_04_21-B.20,"[1.9027814400510579, 1475.06258526756, 3294.0, 723.6754505410761]",Sphyraena sphyraena,47.7586001158011
5394,13_04_21-B.20,"[829.5584230671811, 1882.2867939317098, 2456.0, 503.99993896484375]",Sphyraena sphyraena,35.8835830377481
5395,13_04_21-B.24,"[1350, 317, 576, 1922.2217601652783]",Pagellus erythrinus,14.5160017215674
5396,13_04_21-B.24,"[2411.6866985753204, 1244, 1136.4104374605795, 1714]",Pagellus erythrinus,15.1432490948972
5397,13_04_21-B.36,"[1340.4599771728488, 191, 796.5400228271512, 1938]",Symphodus tinca H,15.1608671894192
5398,13_04_21-B.36,"[1858.1712033012664, 643, 1102.25986801723, 1671.565339650891]",Symphodus tinca H,17.7389804756976
5399,13_04_21-B.36,"[3034, 256.4420531247284, 630.2070698144707, 2184.653794099465]",Symphodus tinca M,16.5335584715509
5400,13_04_21-B.10,"[701.6983286407514, 975.4819084441234, 235.99999999999966, 941.9999389648425]",Mullus surmulentus,6.72963752315653
5401,13_04_21-B.10,"[934, 800, 335, 843.3778719419442]",Mullus surmulentus,6.4187915496167
5402,13_04_21-B.10,"[1157.0042176572815, 748, 481.1914350321365, 823]",Mullus surmulentus,8.55549462828537
5403,13_04_21-B.10,"[1587, 346, 547.2105522210904, 852.6052761105452]",Mullus surmulentus,8.56973056667195
5404,13_04_21-B.10,"[2801.067918751225, 811.1622733627894, 634.8908252455103, 1128.6947176359058]",Mullus surmulentus,9.7534765297074
5405,13_04_21-B.10,"[2574.7712196349084, 822.3546654751797, 607.2287803650916, 1233.6453345248203]",Mullus surmulentus,10.5875275123969
5406,13_04_21-B.10,"[2426.8926852468567, 905, 296.1073147531433, 1106.2007687062626]",Mullus surmulentus,8.09511437718831
5407,13_04_21-B.10,"[2037.0170113408572, 747.4645475577659, 543.4953546011411, 1276.6283693727391]",Mullus surmulentus,10.7266268491702
5408,13_04_21-B.10,"[1785.1454779052315, 1071.3270607838488, 653.8832858297778, 716.2870848923706]",Mullus surmulentus,9.0041381623724
5409,13_04_21-B.10,"[1770.9913788841063, 1296.8912651409373, 857.3739349469283, 993.0342848911387]",Mullus surmulentus,11.7321660081816
5410,13_04_21-B.10,"[1660.8400018174145, 1002.9329072959227, 358.14354244618517, 1120.55509167122]",Mullus surmulentus,9.55974578827165
5411,13_04_21-B.10,"[1565.8776988960774, 1068.049915013411, 200.77744046225553, 917.0645253546261]",Mullus surmulentus,6.60199291305914
5412,13_04_21-B.10,"[1206.131804984125, 1278, 334.37795301063466, 1161]",Mullus surmulentus,8.78482086132081
5413,13_04_21-B.10,"[680.3358951284903, 1560.772312325276, 586.414601176872, 871.9231686131286]",Mullus surmulentus,9.76166192652266
5414,13_04_21-B.10,"[847.1052069043467, 1690.0067825544195, 410.1483265992513, 985.0148063840109]",Mullus surmulentus,8.53511821697085
5415,13_04_21-B.10,"[1462.8310036081925, 1548.0225470250382, 658.1689963918075, 1264.9774529749618]",Mullus surmulentus,11.820475389006
5416,13_04_21-B.10,"[1726.2708265280446, 1904.7907768385455, 873.7185419724754, 829.027056449587]",Mullus surmulentus,12.7349565200998
5417,13_04_21-B.10,"[2035.7129299648286, 1997.5878468167873, 900.5334332862094, 815.6196107927206]",Mullus surmulentus,12.583252451575
5418,13_04_21-B.10,"[2545.279968343242, 1850.4384039057943, 799.9775908597094, 976.5088904813249]",Mullus surmulentus,11.1596783849536
5419,13_04_21-B.10,"[2643.7070379727265, 1639.7793746455068, 822.3233336211538, 867.0148191440426]",Mullus surmulentus,11.6348425337976
5420,13_04_21-B.7,"[1384.198018688714, 373.24665508232613, 1664.230576628741, 420.8783114247974]",Mullus surmulentus,21.849982103087
5421,13_04_21-B.7,"[1772.2146331035433, 2170, 1640.2106269914516, 429.85937428544685]",Mullus surmulentus,21.0401759806278
5422,13_04_21-B.7,"[682.8960206312678, 1702.9251051303943, 1528.1039793687323, 580.0748948696057]",Mullus surmulentus,18.1504473260063
5423,13_04_21-B.7,"[728.9688152709381, 616.3453842214011, 1044.5853321347072, 1231.7966465219288]",Mullus surmulentus,14.7021960629447
5424,13_04_21-B.7,"[1616, 1021.0705503924648, 1243.6569470314344, 1158.5034151223406]",Mullus surmulentus,16.6887717337377
5425,13_04_21-B.7,"[2061, 921, 943.6401169246687, 1231.4687321514812]",Mullus surmulentus,15.1818406166507
5426,13_04_21-B.7,"[2629.6215225094365, 898, 755.6017476549687, 1416.7458566681507]",Mullus surmulentus,13.5606736418956
5427,13_04_21-B.7,"[3055, 445, 464, 1758]",Mullus surmulentus,14.9594564234358
5428,13_04_21-B.29,"[516.6174129497579, 655, 489.38258705024214, 1560]",Mullus surmulentus,11.3255940094226
5429,13_04_21-B.29,"[991, 317.1960580776815, 440, 1458.8039419223185]",Mullus surmulentus,11.0567763187489
5430,13_04_21-B.29,"[1381.6623694640627, 456, 402.33763053593725, 1326]",Mullus surmulentus,10.3331225275938
5431,13_04_21-B.29,"[1553, 254.41394822816642, 754, 1564.790168198357]",Mullus surmulentus,13.4755960737867
5432,13_04_21-B.29,"[2237, 269.64491890975177, 936, 660.4416942057064]",Mullus surmulentus,13.1935226972882
5433,13_04_21-B.29,"[1836.8408132559846, 909.1715110967266, 445.4663021105623, 1347.970516562897]",Mullus surmulentus,11.2505710430978
5434,13_04_21-B.29,"[1437, 2244, 1236.935527945543, 385]",Mullus surmulentus,15.2260562555338
5435,13_04_21-B.29,"[2059.56995340425, 659, 802.9483167056865, 1302.9809148808577]",Mullus surmulentus,14.1792027946922
5436,13_04_21-B.29,"[2369, 666, 712.4797683925999, 1417]",Mullus surmulentus,14.1688560557423
5437,13_04_21-B.29,"[2532, 1182.4853634072663, 957.8496631827588, 1252.5146365927337]",Mullus surmulentus,15.4351963494649
5438,13_04_21-B.29,"[2854, 316.0425126918793, 693.7173468520373, 1455.9574873081206]",Mullus surmulentus,14.5204721815434
5439,13_04_21-B.13,"[473.3266826914635, 522.0170272660818, 1186.6889893950683, 1227.9999999999986]",Mullus barbatus,14.9373379072836
5440,13_04_21-B.13,"[1626, 756.1421560157378, 385.22154074984064, 1511.8578439842622]",Mullus barbatus,11.4789666596384
5441,13_04_21-B.13,"[1940.8028149184365, 843.9234364517702, 472.1971850815635, 1461.0765635482298]",Mullus barbatus,11.3511463227574
5442,13_04_21-B.13,"[2007.5024154366179, 397.36701818663573, 626.2168059215996, 1553.9132375191905]",Mullus barbatus,14.1752115894146
5443,13_04_21-B.13,"[2506.526575070757, 886, 619.8668420667482, 1386.0416703980281]",Mullus barbatus,11.4267068544141
5444,13_04_21-B.13,"[2863.6693366359027, 125.90867797084744, 521.8154809879493, 1760.0913220291525]",Mullus barbatus,15.60938980478
5445,13_04_21-B.13,"[383, 1666.4568949719924, 1732.8170605403434, 355.54310502800763]",Mullus barbatus,20.873847272653
5446,13_04_21-B.13,"[447.479861322804, 2241.4173863534825, 1752.6249929293967, 597.6626730796015]",Mullus barbatus,21.3831263947695
5447,13_04_21-B.13,"[2158, 2186.297224383567, 1696.0820279390223, 429.702775616433]",Mullus barbatus,22.6737629788514
5448,13_04_21-B.17,"[586.1634377850676, 421, 719.3096698313354, 1130.0204445383235]",Mullus barbatus,12.1315279058044
5449,13_04_21-B.17,"[1157, 479, 199.8651610256336, 915.492459639823]",Mullus barbatus,7.49127155451267
5450,13_04_21-B.17,"[1521.70530032624, 114.99016990751527, 276.74728279932515, 1204.6646427735325]",Mullus barbatus,9.84091910580833
5451,13_04_21-B.17,"[1886.7574057945199, 436.6593569533411, 564.0139069082511, 1208.340643046659]",Mullus barbatus,11.1812878765591
5452,13_04_21-B.17,"[2218.5206286694897, 479, 265.4793713305103, 881]",Mullus barbatus,7.38967857683586
5453,13_04_21-B.17,"[2429.015284867326, 380.7584597752073, 426.3254053387345, 631.1428166214541]",Mullus barbatus,6.98767192933746
5454,13_04_21-B.17,"[2989, 440.5868894665533, 382, 1100.5230874612334]",Mullus barbatus,9.72443969101682
5455,13_04_21-B.17,"[2725.3478496229673, 662.4429470989294, 516.0, 1207.9999389648438]",Mullus barbatus,10.2274001718704
5456,13_04_21-B.17,"[2447.9056250451217, 717.5045323484303, 472.63876979777706, 1003.9999389648438]",Mullus barbatus,9.96247503362215
5457,13_04_21-B.17,"[2878, 1355.991998187998, 298.73793492674804, 1188.008001812002]",Mullus barbatus,10.3517903167512
5458,13_04_21-B.17,"[2699.962432213338, 1410.3356258852486, 227.31112076584986, 817.0022388614261]",Mullus barbatus,6.62795694768658
5459,13_04_21-B.17,"[2430.142751614415, 1026.4025306886876, 416.7370547373921, 983.3676243494758]",Mullus barbatus,8.88354030736764
5460,13_04_21-B.17,"[2007.4589403091143, 1196.6496272559573, 735.2795454766381, 1106.989048396743]",Mullus barbatus,12.0927302967884
5461,13_04_21-B.17,"[2066.671943256649, 1818.555907127097, 539.3174045271426, 775.0287838560773]",Mullus barbatus,9.00929042444598
5462,13_04_21-B.17,"[1594.591292738597, 1459.6152262324554, 296.4087072614029, 1147.3369219666574]",Mullus barbatus,8.57642500001178
5463,13_04_21-B.17,"[1740.2795300085368, 855.813948213977, 260.46803086995305, 1158.5400956403116]",Mullus barbatus,9.19898660747218
5464,13_04_21-B.17,"[1491.2579753027153, 947.3871742353439, 244.18877894058096, 1220.9438119023475]",Mullus barbatus,9.50164677443326
5465,13_04_21-B.17,"[986.845264960004, 1207.160355297671, 439.53980209304564, 1123.2683003261152]",Mullus barbatus,9.34532679561647
5466,13_04_21-B.17,"[816.6764541547682, 1247, 370.5188004192016, 1144]",Mullus barbatus,9.87483977183626
5467,13_04_21-B.17,"[679.0396739429276, 1485, 250.6000853266853, 987]",Mullus barbatus,7.39780428430542
5468,13_04_21-B.18,"[415, 129, 1309.506845329787, 440.2334305743351]",Mullus barbatus,17.1290167892883
5469,13_04_21-B.18,"[327.9782401292485, 506, 1525.0217598707516, 407]",Mullus barbatus,19.370065010808
5470,13_04_21-B.18,"[1367.6201902139205, 335.97379405750314, 832.3798097860795, 546.0262059424969]",Mullus barbatus,9.73832725159363
5471,13_04_21-B.18,"[323.69236040035634, 837.734475065428, 1113.516890298579, 1134.852673279819]",Mullus barbatus,14.8222379081623
5472,13_04_21-B.18,"[718.1543029337996, 1336.771296698319, 584.9019434910873, 1168.4489744296134]",Mullus barbatus,10.7090979456047
5473,13_04_21-B.18,"[545.4787265016608, 2320.3913448725134, 1343.820386063329, 401.8872813814064]",Mullus barbatus,16.3030813533804
5474,13_04_21-B.18,"[1786.7439608937036, 2315.800522147275, 1161.26333434728, 266.8434895946939]",Mullus barbatus,14.990997023431
5475,13_04_21-B.18,"[811.6121964488951, 1752.4642663362538, 1166.2048804508859, 653.931267710454]",Mullus barbatus,15.1928098309163
5476,13_04_21-B.18,"[1172.3841840695939, 866.8765100081988, 550.7813569437556, 1090.7098792679299]",Mullus barbatus,8.7770945387126
5477,13_04_21-B.18,"[1526.1741587462018, 582.6132523358027, 642.4009934687076, 876.3007921046923]",Mullus barbatus,6.98090501970753
5478,13_04_21-B.18,"[2130.6324755136534, 366.87498904025745, 293.02653472869724, 1093.4230879228244]",Mullus barbatus,8.18239973239853
5479,13_04_21-B.18,"[2415.524288833672, 706.2973604759176, 415.12092419898727, 805.822970503917]",Mullus barbatus,7.17368670072255
5480,13_04_21-B.18,"[2812, 397.61480866809467, 274, 1200.9123178334341]",Mullus barbatus,9.91475575879707
5481,13_04_21-B.18,"[1463, 1422, 1150.6245114371818, 330.6272603024629]",Mullus barbatus,15.1116899097176
5482,13_04_21-B.18,"[1339.7122959799572, 1676.1293001084628, 1081.2136489757945, 324.2283928597151]",Mullus barbatus,14.0486089867212
5483,13_04_21-B.18,"[2166, 1510, 744.1283970274271, 696]",Mullus barbatus,11.0065836128344
5484,13_04_21-B.18,"[1559.0667999787631, 1987.7463644150216, 1136.555603829251, 428.26727871113144]",Mullus barbatus,13.8606055851107
